1747.5,86.587,4546.6,316.07,13.893,190,45,153.2
289.96,165.69,8376.6,336.41,15.194,210,30,149.74
755.71,81.416,4564,360.69,16.221,210,30,142.45
225.92,236.85,7568.3,332.5,10.565,210,45,205.81
940.48,131.91,7949.8,319.38,15.777,190,45,155.82
811.98,242.04,7756.8,324.13,9.1941,210,30,126.11
1421.8,258.63,1149.2,326.33,9.721,200,45,204.88
552.11,202.35,3849.7,347.17,19.281,210,30,152.02
1164.5,55.291,2725.4,360.5,18.018,190,45,187.36
1530.2,95.35,5377.1,370.34,2.3198,210,45,154.72
633.67,165.4,6805.5,315.85,19.062,190,30,133.81
811.59,165.24,2101.8,364.36,15.578,190,30,151.82
1714.8,76.146,6587.6,349,7.381,190,45,137.18
648.73,200.86,5349,318.74,18.277,210,30,142.25
779.44,152.13,938.17,354.87,18.298,210,30,164.09
1316.2,288.22,4193.4,319.94,5.0121,200,30,128.74
1425.1,60.748,2956.2,346.02,19.625,200,45,179.9
1599.1,88.705,8219.7,338.93,0.95274,210,30,102.4
396.84,241.96,4685.4,364.71,4.481,200,45,202.36
383.44,187.21,8593.6,331.78,13.514,200,45,187.87
628.1,249.84,4670.2,356.68,2.5534,200,45,191.61
758.76,48.833,5485.4,366.77,13.53,190,45,178.83
545.5,110.75,7551,356.52,10.923,190,45,179.26
1058.6,132.97,7983.1,358.85,1.0832,210,45,153.98
1610.6,112.94,2470.5,367.93,9.8709,210,30,139.1
1829.1,141.62,3983.8,353.96,3.2351,200,45,158.69
1288.7,132.17,8710.2,316.19,11.884,210,30,106.67
724.27,67.01,5141.1,351.65,16.677,200,45,184.09
1454.1,45.82,2822,369.36,10.847,200,45,180.96
330.67,86.489,4226,349.55,19.733,210,45,209.32
634.41,171.86,1172.1,364.1,13.577,200,45,215.45
597.59,57.945,5042.8,357.41,19.781,210,45,192.18
919.15,49.429,6078.8,370.21,11.826,210,30,129.79
393.21,147.68,2597.9,372.23,13.234,200,45,211.95
908.25,282.07,6167,317.42,11.41,210,45,170.76
478.4,100.04,4538.3,354.58,17.808,190,45,197.15
1570,97.668,1749.6,366.15,11.048,190,30,144
1892.6,129.45,1934.7,340.25,13.245,200,45,184.69
1048.9,78.313,8565.6,327.98,12.85,210,30,114.45
982.27,286.01,4065.7,322.19,13.424,190,30,135.76
1729.2,203.38,3327.9,318.49,9.5822,200,30,127.47
524.49,98.334,4727.6,360.26,19.523,190,45,194.01
249.58,263.02,3112.6,359.45,11.766,210,45,216.96
478.33,167.91,8568.7,355.64,6.4057,200,45,180.96
1892.6,129.45,1934.7,340.25,13.245,190,45,183.07
1786.9,66.434,4157.9,359.67,5.2059,190,45,156.4
829.46,244.01,8235.2,317.41,10.975,190,45,159.76
213.8,107.19,8088.1,359.03,10.046,200,30,153.47
1425.1,60.748,2956.2,346.02,19.625,190,45,178.33
1579.2,259.76,4987,317.31,4.2924,200,30,117.8
1628.6,152.85,3906.5,317.52,16.872,210,30,125.77
1746,191.73,2872.3,314.03,16.007,210,45,175.09
383.44,187.21,8593.6,331.78,13.514,190,45,186.27
350.2,268.35,5880.1,330.25,12.04,200,45,200.15
1566.7,163.92,4052.8,362.8,2.406,200,45,164.61
